"","Id","Human.Development.Index.HDI.2014","Gini.coefficient.2005.2013","Birth.registration.funder.age.5.2005.2013","Carbon.dioxide.emissionsAverage.annual.growth","Carbon.dioxide.emissions.per.capita.2011.Tones","Change.forest.percentable.1900.to.2012","Change.mobile.usage.2009.2014","Consumer.price.index.2013","Domestic.credit.provided.by.financial.sector.2013","Domestic.food.price.level.2009.2014.index","Domestic.food.price.level.2009.2014.volitility.index","Electrification.rate.or.population","Exports.and.imports.percentage.GPD.2013","Female.Suicide.Rate.100k.people","Foreign.direct.investment.net.inflows.percentage.GDP.2013","Forest.area.percentage.of.total.land.area.2012","Fossil.fuels.percentage.of.total.2012","Fresh.water.withdrawals.2005","Gender.Inequality.Index.2014","General.government.final.consumption.expenditure...Annual.growth.2005.2013","General.government.final.consumption.expenditure...Perce.of.GDP.2005.2013","Gross.domestic.product.GDP.2013","Gross.fixed.capital.formation.of.GDP.2005.2013","Homeless.people.due.to.natural.disaster.2005.2014.per.million.people","Homicide.rate.per.100k.people.2008.2012","Infant.Mortality.2013.per.thousands","International.inbound.tourists.thausands.2013","International.student.mobility.of.total.tetiary.enrolvemnt.2013","Internet.users.percentage.of.population.2014","Intimate.or.nonintimate.partner.violence.ever.experienced.2001.2011","MaleSuicide.Rate.100k.people","Mobile.phone.subscriptions.per.100.people.2014","Natural.resource.depletion","Net.migration.rate.per.1k.people.2010.2015","Physicians.per.10k.people","Population.living.on.degraded.land.Percentage.2010","Population.with.at.least.some.secondary.education.percent.2005.2013","Primary.school.dropout.rate.2008.2014","Prison.population.per.100k.people","Private.capital.flows.percentage.GDP.2013","Public.expenditure.on.education.Percentange.GDP","Public.health.expenditure.percentage.of.GDP.2013","Pupil.teacher.ratio.primary.school.pupils.per.teacher.2008.2014","Refugees.by.country.of.origin","Remittances.inflows.percentual.GDP.2013","Renewable.sources.percentage.of.total.2012","Research.and.development.expenditure..2005.2012","Stock.of.immigrants.percentage.of.population.2013","Taxes.on.income.profit.and.capital.gain.205.2013","Total.tax.revenue.of.GDP.2005.2013","Tuberculosis.rate.per.thousands.2012","Under.five.Mortality.2013.thousands"
"90","China",0.727494941192669,37.01207517,96.3333333333333,6.534991351,6.710301991,35.1580446048333,66.87,111.0535416,162.962964439,3.25,8.1,100,50.2602,8.7,3.764487,22.622763805,88.30257161,19.51,0.190685514159557,8.178779165,14.05973594,15643.21744,47.3020355,212.2504415,1,10.9,55700,-1.80617,49.3,31.2333333333333,7.1,92.27,4.193831585,-0.2,14.56,8.572817355,65.33,24.3432366666667,121,-2.657049,6.30308993666667,5.567502,18.20779,205.007,0.4201049,11.737611,1.98305,0.060225227,24.90310597,10.636195176,3.2,12.7
"91","Fiji",0.727135774475926,42.83,97.6666666666667,1.145220192,1.423838114,7.12561653326733,31.57,115.6508393,121.758300849,5.13,8.3,59.3,136.3714,4.1,4.104073,55.873015873,71.4340240566667,18.3533333333333,0.418116400368192,6.768473751,15.04924022,6.609582607,21.1145453,0,4,20,658,20.10483,41.8,20.1333333333333,10.6,98.78,1.722241759,-6.6,4.26,12.541845933,64.32,3.49117,174,-14.06903,4.19645977,4.131533,27.99728,1.115,5.280879,45.9655642056667,0.218356666666667,2.590955264,32.487375526,23.187023319,1.7,23.6
"92","Mongolia",0.726620588836606,36.52,99,3.726992257,6.927361359,-14.3746011524227,24.83,136.7223215,63.631293046,4.78,16.7,89.8,112.1687,3.7,18.6768,6.909292206,95.3736789,1.58,0.325352696458653,-25.04085129,11.27385132,25.92728255,44.1633181,0,9.7,26.4,418,-3.9012,27,46.9,16.3,105.06,19.750795871,-1.1,27.63,31.46142946,84.8,9.10258,287,-16.96144,5.476170063,6.009265,27.58707,2.068,2.22059,4.068468111,0.27392,0.60671212,11.558677995,18.235731878,7.2,31.8
"93","Thailand",0.725836139231478,39.37,99,8.019704151,4.556738121,-2.80014324144034,45.15,109.2750063,173.300209537,4.52,2.8,100,143.8481,4.5,3.26654,37.193133551,80.43860057,13.07,0.379619729511624,4.890969123,13.81211913,933.5776805,26.7328563,24.47964662,5,11.3,26500,-0.24691,34.89,43.8,19.1,144.44,4.725901082,0.3,3.93,16.95396776,38.12426,17.4115466666667,398,0.3660696,7.568950176,4.57427,16.28069,0.241,1.469269,18.9091144,0.25056,5.553957796,36.230180063,16.502160844,14,13.1
"94","Dominica",0.723788308527255,40.3466666666667,97.3333333333333,5.214938385,1.74616602,-11.80000000441,-8.14,103.7286326,61.867803953,4.11333333333333,5.43333333333333,92.7,81.00359,3.46666666666667,3.467566,58.8,63.67490929,10,0.341457284000895,2.61880052733333,19.06810036,0.720848345,12.0430108,134.7364639,21.1,10.2,78,-4.5629,62.86,41.2333333333333,14.6,127.45,0.101429738,-1.63333333333333,15.9,3.20836246666667,48.9041266666667,13.56978,391,-0.3196384,5.07122993466667,5.950643,14.84121,0.043,4.558284,42.8440873266667,0.226733333333333,8.914906323,16.173120729,21.776978417,2,11.4
"95","Libya",0.724464011013942,37.6766666666667,97.3333333333333,-2.831748776,6.39342247,0,0.79,125.7112887,-51.094266113,3.27,4.73333333333333,100,94.84997,1.4,0.9460977,0.123327688,98.73854426,12.8766666666667,0.134026356696985,2.16836385366667,9.3,126.3325326,27.9,0,1.7,12.4,34,-2.74004333333333,17.76,27.4333333333333,2.2,161.12,23.469335116,-7.7,19,8.458206104,48.46,3.39110333333333,81,3.476302,5.68136000666667,4.298793,17.5673466666667,3.353,0.0283264,1.289179297,0.42791,12.19013852,14.6431977123333,15.3791731626667,6.8,14.5
"96","Tunisia",0.721191132101355,35.79,99,3.916208279,2.402455639,61.5552099597993,37.85,115.9833549,83.443978756,3.86,4.7,100,103.1496,1.4,2.252695,6.686405767,85.25248663,69.71,0.24042843294652,2.764591334,18.9775771,117.2219311,20.2356239,0,2.2,13.1,6269,-3.15745,46.16,27.09,3.4,128.49,4.608209968,-0.6,12.22,36.70917595,39.27293,5.86855,199,-2.422967,6.223509789,7.079837,17.43043,1.368,4.874094,14.7746606,1.10218,0.33215978,26.692323612,21.037048778,2.9,15.2
"97","Colombia",0.720170399971798,53.53,97,0.468712931,1.538341298,-3.55411954988801,22.85,108.8551742,70.146599684,2.74,4.5,97,38.03376,1.9,4.280588,54.346101848,75.59274364,0.5,0.428534837599031,5.800036348,16.7009108,581.0835168,24.5033422,27.31916143,30.8,14.5,2288,-0.527133333333333,52.57,37.4,9.1,113.08,9.24499171,-0.5,14.71,2.008246565,56.29694,15.28811,245,-4.102348,4.929749966,6.811924,24.77293,108.479,1.088617,24.824841,0.17267,0.268270345,19.730478541,13.248179628,1.6,16.9
"98","Saint Vincent and the Grenadines",0.720035388382771,42.7433333333333,99.3333333333333,6.338599005,2.179604415,6.16600790839192,-5.14,106.7196293,58.429051893,3.4,4.8,75.9,87.23986,4.56666666666667,17.86615,68.871794872,63.67490929,7.9,0.441016359586522,15.3513070283333,18.49840683,1.110582627,24.9337964,549.5013733,25.6,17.2,72,-3.54159333333333,56.48,43.7666666666667,13.8666666666667,105.16,0.070130996,-9.1,5.25,7.52270436166667,58.3538633333333,31.42725,376,-19.94154,5.083330154,5.2,15.29101,1.535,4.452998,21.0453516433333,0.438823333333333,9.380742962,24.519230769,23.003093986,2.6,19
"99","Jamaica",0.718529601920589,45.51,98,0.233537961,2.872655693,-2.42019733791158,-4.96,125.6885016,51.445720777,4.96,7,92.6,83.40987,0.7,4.635752,31.048938135,82.09958938,7.5,0.429960658468856,0.275747186,16.31390074,23.367069,19.6559618,43.38478764,39.3,14.3,2008,-4.5629,40.5,35,1.8,102.92,0.812211692,-5.8,4.11,3.322202329,72.19,13.92094,152,-5.482361,6.256199837,5.816326,21.27636,1.506,15.04614,17.90044324,0.396863333333333,1.253893835,32.981570057,27.068312529,0.22,16.6
"100","Tonga",0.717040728787238,34.5633333333333,97.6666666666667,3.852359338,0.98203799,0,25.6,108.3161666,27.119320843,5.99,6.86666666666667,95.9,80.46948,3.03333333333333,2.487887,12.5,71.4340240566667,18.3533333333333,0.665646200693959,2.12742013,18.89634252,0.540734289,33.0694524,0,1,10.4,45,-4.79480333333333,40,26.2,11.1,64.28,0.067134932,-15.4,5.63,10.9255327146667,87.85664,9.60885,150,-6.923816,6.24669337266667,4.711185,21.10539,0.019,23.80476,49.7056995956667,0.222716666666667,5.16126582,25.419842389,11.4072701643333,2.5,12.1
"101","Belize",0.714982234811716,42.7433333333333,95,1.8326783,1.739123561,-13.3795712518206,-5.64,98.2421612,58.323570466,3.03,27.9,100,127.1728,0.5,5.496886,60.227970189,63.67490929,6.42666666666667,0.425749674726351,0.70792038,15.13577358,2.726443567,17.8486964,0,44.7,14.3,294,-3.54159333333333,38.7,43.7666666666667,4.9,50.71,5.905766964,4.6,8.28,1.137657011,76.09403,9.08946,476,-4.474724,6.613369942,5.428263,22.57321,0.04,4.580556,18.714956837,0.201196666666667,15.32389274,28.724033775,22.640822387,4.3,16.7
"102","Dominican Republic",0.71502847209969,45.68,81,3.757905618,2.156995478,-4.90061324853741e-09,-9.67,117.9004948,47.774230335,4.09,5.2,98,56.76416,2.1,2.615441,40.811258278,89.34778942,30.37,0.477340658385209,-6.392522342,10.06587683,122.7172568,21.4637987,115.6408387,22.1,23.6,4690,2.70795,49.58,17.2,6.1,78.86,0.200037241,-2.7,14.9,7.011500275,54.37846,8.86127,240,-6.140032,3.776200056,5.398474,23.6279,0.31,7.333601,10.65222412,0.534306666666667,3.86885089,20.491290701,12.226953517,4.4,28.1
"103","Suriname",0.714286152213,44.77,99,-0.583599456,3.606356451,-0.170546835296781,16.15,125.9829191,31.492415785,6.23,9.7,100,75.57883,11.9,2.594241,94.556410256,66.8977096233333,0.62,0.462565405457128,2.67508996233333,23.34260204,8.388892675,24.8545347,0,6.1,20.3,249,-2.28361666666667,40.08,37.9333333333333,44.5,170.57,20.525075436,-1.9,9.11,9.07122190033333,45.8765,9.65164,186,-2.586491,6.26315665266667,4.757322,13.29948,0.017,0.1319867,25.558787486,0.406703333333333,7.727026606,31.888382591,19.418654573,2.6,22.8
"104","Maldives",0.706365291698594,37.37,93,2.983660683,3.324959935,0,32.25,129.4445161,86.879119002,3.51,14.2,100,223.5966,4.9,15.68874,3,74.65682439,15.67,0.242668969436844,6.824763186,16.798533,3.892830666,40.4127405,0,3.9,8.4,1125,-1678.08219,49.28,28.4,7.8,189.38,0.048699383,0,14.15,25.041120066,30.07,17.15262,307,-13.37033,6.194290161,10.80828,11.4094,0.031,0.1436962,5.63776778466667,0.534306666666667,24.41286523,2.825997411,15.49196761,2,9.9
"105","Samoa",0.702093944815722,36.75,48,6.012901811,1.252143478,31.538461538629,52.3,108.0086221,40.838007791,5.99,6.86666666666667,100,80.93992,3.03333333333333,3.015218,60.424028269,71.4340240566667,18.3533333333333,0.457078376544591,13.3953780076667,17.0933985666667,1.063023316,23.3445885,0,3.6,15.5,116,-7.62655333333333,21.2,75.8,26.4,55.53,0.827912629,-13.4,4.52,17.6811340203333,47.4638733333333,10.04949,228,-2.788335,5.773459911,7.507057,30.23604,0.001,19.70648,45.9655642056667,0.218356666666667,2.953690669,20.289336633,0.019541223,3.2,18.1
"106","Botswana",0.69791874265797,60.46,72,1.495079444,2.443804075,-18.98090100359,74.23,123.4989648,13.576224106,2.93,3.6,53.2,115.0171,2,1.275685,19.611102289,65.38325414,12.8766666666667,0.480071140002604,4.310280303,19.70085858,30.81559189,33.9207594,0,18.4,36.3,2145,-5.40016,18.5,27.4333333333333,5.7,167.3,1.635041595,2,3.36,22.03980842,75.68,7.02788,205,7.128927,9.487380028,5.429467,25.41686,0.168,0.2437439,22.27092195,0.53286,7.246193245,23.865143567,27.125443146,21,46.6
"107","Moldova",0.693302690570274,30.63,100,3.56373889466667,1.398821793,23.9248488458341,82.19,117.8300267,44.010018086,4.82,5.7,100,125.315,4.8,3.124867,12.02678028,94.89078533,9.14,0.248234140747678,-2.016806723,20.30265571,16.08857881,22.8507082,0,6.5,13.3,11.5,-12.31464,46.6,24.6,24.1,108,0.226823069,-5.9,28.59,21.76888661,95.03304,5.38253,188,-2.725099,8.348959923,11.80155,16.32995,2.205,24.90608,3.389599987,0.40499,11.22698873,2.651185359,18.644926841,18,15.4
"108","Egypt",0.689948655224713,30.75,99,5.090131833,2.78099524,61.8181826408678,58.55,129.0627973,86.199263133,7.47,9.8,100,42.27457,1.2,2.041748,0.071525441,96.47622237,24.8033333333333,0.572610931918188,3.384830636,11.68083043,880.7512079,13.7797297,0.806557646,3.4,18.6,9174,0.97878,31.7,33.7,2.4,114.31,8.12986365,-0.5,28.3,25.28531424,52.11,3.90231,80,-0.2408002,3.760829926,5.060637,27.73437,13.05,7.318898,3.702094749,0.42863,0.362492237,26.154816333,13.164326092,0.46,21.8
"109","Turkmenistan",0.687520517135472,38.6666666666667,97.3333333333333,1.495079444,12.18367613,0,216.96,117.166424833333,70.8609617593333,4.90666666666667,7.96666666666667,100,117.6513,7.5,7.314064,8.782159045,74.65682439,24.4133333333333,0.359146798997652,6.824763186,8.85717012,71.02881519,47.2,0,12.8,46.6,8,-3.13690666666667,12.2,21.1,32.5,135.78,36.950229438,-1,41.79,11.13973264,64.6197566666667,5.19740666666667,224,1.13906933333333,3.049249887,1.972531,22.83623,0.526,3.71983853333333,0,0.344533333333333,4.31915821,31.556944724,26.0343925116667,8.4,55.2
"110","Gabon",0.683512931952251,42.19,90,-2.936597418,1.403276216,-2.34245955965662e-09,120.4,104.4640947,11.695118258,5.22,21,89.3,93.55676,4.5,4.425258,85.380525478,38.86509883,0.08,0.513689337464761,18.1671164,8.87489682,31.17134153,33.2515597,51.92245822,9.1,39.1,269,-38.30885,9.81,37.9333333333333,12.1,210.37,29.093539845,0.6,2.92,10.5143576706667,45.16,4.69927,196,-2.026406,5.44840010033333,3.814626,24.53098,0.177,0.1272616,61.13485109,0.58087,23.62567453,17.810200342,17.223689073,44,56.1
"111","Indonesia",0.683759559291754,38.1406895,67,6.653505702,2.313292898,-21.4964781337851,83.08,116.9100201,45.638797505,6.73,10.7,96,49.48196,4.9,2.688367,51.370910315,66.42315665,24.8033333333333,0.494013827919728,4.872391551,9.10661912,2312.362037,31.6629451,327.33701,0.6,24.5,8802,-0.45797,17.14,3.07,3.7,126.18,4.821959704,-0.6,2.04,3.082433848,44.48203,11.02493,59,-2.671772,3.567409992,3.068364,18.59225,9.826,0.876888,33.5768443,0.08332,0.118236749,36.803451932,11.43072588,27,29.3
"112","Paraguay",0.679164355632861,48.01,76,3.244556239,0.806136742,-18.5858108472555,19.3,115.245478,38.339801074,4.33,11.2,98.2,94.06088,3.2,1.193061,43.354643846,33.80761819,0.62,0.471829476734595,5.285260459,12.05345426,53.28288012,15.1497269,31.2169895,9.7,18.7,610,-14.14841,43,46.7666666666667,9.1,105.6,4.641805649,-1.2,11.07,1.305423518,38.7761,19.88428,118,-3.041771,4.966430187,9.005342,21.74149,0.1,2.037421,145.1948765,0.05483,2.731078261,11.614289785,12.794241379,3,21.9
"113","Palestine",0.677492608721596,34.46,99,3.56373889466667,0.572406877,0.991189419718985,56.72,119.4355675,54.0291321573333,5.99,6.86666666666667,97.7,72.4418,3.03333333333333,1.594702,1.523255814,56.8791038506667,48.75,0.514762595872808,-8.962076669,27.72221927,18.69787358,22.1572069,12.57421838,7.4,18.6,545,-9.81066,53.67,39.3666666666667,8.33333333333333,72.08,15.2770665286667,-2,9.63333333333333,3.69094250133333,56.69453,3.52806,83.6666666666667,-1.245073,3.99785339833333,4.595399,23.5944,5589.773,18.28863,59.4638133433333,0.222716666666667,5.929253553,2.099094116,5.128366306,0.23,21.8
"114","Uzbekistan",0.675466117266967,35.19,100,3.56373889466667,3.914921266,7.3136289105763,23.12,112.923631266667,68.5167106976667,6.45333333333333,7.5,100,59.2746,4.1,1.896272,7.681476258,98.17106922,100.6,0.514762595872808,7.53787033433333,22.43944485,151.2809963,23.1599445,0,3.7,36.7,1969,-8.28873,43.55,39.3666666666667,13.2,73.79,13.785094934,-1.4,23.81,26.97897036,57.0633333333333,1.92168,152,-7.65230366666667,4.12481005966667,6.114993,15.6244,4.957,11.1047186333333,1.844778356,0.239776666666667,4.376420599,16.7363009366667,11.6796324853333,2.1,42.5
"115","Philippines",0.668218345584203,43.03,90,0.713566888,0.862803677,18.3348554072238,35.2,111.2033195,51.858258965,6.84,2.6,87.5,59.88726,1.2,1.346701,26.074387095,59.66794844,17.03,0.41959354727433,7.65624124,11.10484268,622.4590438,20.452635,97.53822946,8.8,23.5,4681,-0.23496,39.69,23.6,4.8,111.22,2.206140518,-1.4,11.53,2.203902366,64.82351,24.22016,111,-0.3126836,3.41,4.398341,31.43572,0.725,9.813653,40.33204909,0.10963,0.216630001,42.082511621,12.880076975,24,29.9
"116","El Salvador",0.665784288496964,41.8,99,3.36647746,1.068523404,-26.2068965295505,17.7,107.7947771,72.072385846,4.28,3,93.7,72.20301,5.7,0.8114219,13.426640927,47.87002441,8.06,0.426899130571334,6.022227966,11.95015479,47.64903589,15.1031984,286.5261297,41.2,13.5,1283,-1.3143,29.7,26.3,23.5,144.03,1.725271702,-7.1,15.96,6.279650781,39.81858,16.21072,422,-0.7016574,3.417490005,6.945801,24.47664,9.673,16.36944,51.9029622,0.03112,0.656341013,23.031282986,14.532871972,1,15.7
"117","South Africa",0.665879394316415,65.02,85,1.009357537,9.257216472,0,64.04,117.1340801,190.222083921,3.04,6.2,85.4,64.22334,1.1,2.217724,7.617736524,87.23932476,13.2666666666667,0.407089384393462,2.361045761,22.2363057,641.3763996,19.331039,16.87540397,31,32.8,9537,3.55069,49,25.19,5.5,149.68,4.82529223,-0.4,7.76,17.48040665,74.25865,23.01407,294,-2.477429,6.233610153,8.93251,28.68789,0.424,0.2651644,12.94767276,0.7616,4.546066565,49.375609357,26.496690123,59,43.9
"118","Vietnam",0.665717350216551,35.62,95,3.593963868,1.971889173,57.9136707771097,32.1,138.0052744,108.227421628,4.11333333333333,5.43333333333333,99,163.6653,2.4,5.192835,45.425226562,71.04616896,9.26,0.307781334131761,7.260188172,6.15585579,459.7225447,23.8191014,948.1421376,3.3,19,7572,-2.21944,48.31,38.5,8,147.11,6.694987535,-0.4,11.59,8.006154137,64.99953,5.50217,145,-4.908688,6.303110123,5.952436,18.88349,314.059,6.345015,28.22798967,0.241756666666667,0.074487564,22.920323694,16.7805462456667,20,23.8
"119","Bolivia",0.661830764207645,46.64,76,3.191720188,1.561355792,-9.89601083546487,48.93,121.4134042,50.352649078,5.85,12.2,90.5,81.38535,8.5,5.717472,52.230037847,72.74845158,0.36,0.444295564892852,9.290223037,13.86783083,63.32704099,19.1004564,1490.003312,12.1,31.2,798,-7.62655333333333,39.02,67.6,16.2,96.34,12.954783678,-2.4,4.73,2.02291192,53.13445,3.26918,140,-4.316528,6.436910152,6.065052,24.21916,0.602,3.925797,27.2515614,0.157,1.446229103,9.64106556,16.964865804,21,39.1
"120","Kyrgyzstan",0.655273514725433,33.39,98,2.709606612,1.199591629,18.1339713024701,57.78,127.529306,13.967201019,3.90666666666667,5.36666666666667,100,143.0854,4.5,10.48451,5.14911366,68.37992979,32.63,0.352807492481652,0.249108092,18.07639037,17.78688546,30.5462357,59.41036894,9.1,21.6,3076,1.88964,28.3,46.7666666666667,14.2,134.46,7.939410448,-6.3,19.64,9.701585918,95.62871,2.94636,181,-10.55098,6.79061985,6.671649,23.89988,2.345,31.5237,39.38075084,0.15633,4.091176859,19.106638071,18.116687114,9.5,24.2
"121","Iraq",0.653860838996062,29.54,99,1.813517167,4.208272413,3.33252972579765,42.31,114.3534281,-1.383889191,5.06,16.4,100,66.68023,2.1,1.243637,1.89952109,97.49666739,12.8766666666667,0.538845061654232,2.16836385366667,21.3,483.6001123,16.6554711,8.444678147,8,28,892,-0.17986,11.3,27.4333333333333,1.2,94.91,19.486222442,2.7,6.07,4.538329361,39.03,5.35797666666667,110,1.278443,5.42001334833333,5.215143,16.95545,426.114,0.1254372,0.950543319,0.03378,0.28366457,38.5699934426667,29.9122176903333,2.9,34
"122","Cape Verde",0.646240272542626,43.82,91,6.23088141,0.867122204,48.2525951721872,103.55,108.7509463,82.811404019,5.7,5.4,70.6,87.24091,1.6,2.198833,21.263027295,71.4340240566667,18.3533333333333,0.373180782101762,2.12742013,18.52364207,3.098396304,35.9117327,0,10.3,21.9,503,-34.47352,40.26,16.1,9.1,121.79,0.451101452,-6.9,2.95,10.9255327146667,81.2743466666667,8.59943,267,-1.438924,5.043610096,4.353161,22.56007,0.028,9.344444,39.5525572156667,0.07264,2.981376917,23.256957345,17.799183135,23,26
"123","Micronesia",0.639590168781703,61.1,97.6666666666667,3.56373889466667,1.240959545,-9.72426793145381,52.3,114.141168133333,-27.164670059,5.99,6.86666666666667,59.3,91.6714466666667,3.03333333333333,0.5982712,91.685714286,56.8791038506667,15.6833333333333,0.514762595872808,7.53787033433333,14.4940316533333,0.340236431,21.3824968666667,0,4.6,29.8,42,-0.73402,22.7333333333333,39.3666666666667,9.5,79.0933333333333,0.060108591,-15.7,1.77,2.20706737733333,34.5219933333333,27.23477,80,-4.69877183333333,4.58552348633333,12.59384,35.3919266666667,175.345333333333,6.971352,80.46735958,0.25341,2.510888565,19.9642510483333,14.7654059376667,24,36.4
"124","Guyana",0.635715749290017,49.9933333333333,88,0.088218435,2.253385461,3.88391541150668e-09,12.78,109.458413,53.719364539,3.38,6,79.5,203.8294,22.1,6.706192,77.241554483,57.2589705366667,0.53,0.515278010612955,16.425158653,14.20481006,5.066308147,24.9210084,0,17,29.9,177,-16.8906,37.35,38.4,70.8,70.54,8.803390503,-8.2,2.14,20.389808094,54.48,7.81281,260,-7.040292,3.19404006,6.5,23.1645,0.802,10.97612,52.3087200233333,0.408276667666667,1.847143556,30.1272092406667,14.3349571473333,15,36.6
"125","Nicaragua",0.631432133731395,45.73,85,1.131874987,0.829634356,-34.1160833027966,96.73,124.1246121,44.812404951,4.54,6.4,77.9,92.64564,4.9,7.508257,24.713312282,49.75543157,0.94,0.44854772427784,1.754094629,5.74763944,27.32424952,22.8696046,99.43780285,11.3,20,1229,-7.62655333333333,17.6,29.3,15.4,114.57,4.740461946,-4,3.74,13.86883968,38.88,51.59073,153,-7.876073,4.39413023,8.287618,30.21638,1.536,9.606767,50.33231749,0.453073333333333,0.682216102,29.960932672,14.849889027,3.1,23.5
"126","Morocco",0.627953661567307,40.88,94,4.443174996,1.763531559,2.02020200948763,62.76,104.1421665,115.535121467,5.67,4.9,100,80.50816,1.2,3.236758,11.54156397,93.59757676,35.69,0.524865831152219,3.693131762,18.96891696,233.928969,30.1643807,0,2.2,26.1,10000,-7.67251,56.8,44.5,9.9,131.71,1.512303225,-2.7,6.2,39.14927252,25.32,10.74566,220,-3.021591,6.590469837,6.01455,25.66659,1.345,6.627489,4.109936685,0.7338,0.153813528,26.185182822,24.492466441,9.2,30.4
"127","Namibia",0.627616307670663,61.32,78,1.986940832,1.251757065,-18.4934946089727,49.45,118.1839997,49.654430319,3.45,7.2,47.3,104.0748,1.4,6.892199,8.674464648,65.96589372,9.64,0.400989232806485,8.941433858,27.58830406,21.36502706,25.6903197,0,17.2,35.2,1176,-32.68889,14.84,42.5,4.4,113.76,1.025335073,-0.3,3.74,28.47698286,33.85,15.53728,191,-3.024874,8.495189667,7.737475,29.77842,1.144,0.087541,21.02450996,0.14441,2.233650195,32.618445347,23.10697741,14,49.8
"128","Guatemala",0.627208787889758,52.35,97,1.919736565,0.765486709,-25.3454085854111,-13.81,115.0207631,40.632347285,7.11,5.5,78.5,58.64054,4.3,2.50966,33.077640911,33.51479654,2.6,0.533192437921318,4.824675868,10.47874166,109.2446582,14.3017511,433.3287651,39.9,25.8,1331,-14.14841,23.4,27.6,13.7,106.63,3.602504313,-1,9.32,9.108649332,22.55391,33.27227,105,-3.17366,2.845129967,6.51574,25.54245,6.622,9.983221,66.19495876,0.0481,0.47041017,29.429286577,10.835960507,2.1,31
"129","Tajikistan",0.624455504947767,30.77,88,2.709606612,0.356149254,0.490196075572702,44.58,124.9484784,19.005004707,3.90666666666667,5.36666666666667,100,87.51061,2.8,1.267174,2.929408402,42.90388492,51.07,0.357262848055073,1.131586502,11.74017642,19.95865398,14.0998956,31.97122056,1.6,40.9,208,-4.15184,17.49,58.3,5.7,95.13,1.324226258,-2.5,18.99,10.47769525,93.22,2.01199,130,-1.035506,4.018030167,6.751992,22.3589,0.685,47.49755,57.54488538,0.12148,3.359412483,17.541187108,15.559569189,7.6,47.7
"130","India",0.608692726635813,33.60168037,84,5.21342449,1.698672693,7.48369538181697,68.82,131.9747419,77.082776521,4.68,8.4,78.7,53.2837,16.4,1.501382,23.114567182,72.30027842,33.88,0.562867060437408,3.830083581,11.81270115,6558.732756,28.2791162,743.0699732,3.5,41.4,6968,-0.56166,18,35.4,25.8,74.48,3.616795599,-0.4,7.02,9.612465639,42.08,29.3969033333333,30,-1.771424,3.791949987,3.967993,35.15463,11.155,3.731471,27.6368149,0.80602,0.426349108,44.83908856,10.655413962,22,52.7
"131","Honduras",0.606054607560755,57.4,94,2.413885595,1.081709663,-39.1347099345507,-16.75,118.1071672,57.311784665,4.76,4.8,82.2,117.4823,2.8,5.762953,44.25775315,51.58722423,6.42666666666667,0.47958016725452,4.050624648,16.58802273,35.99641807,24.4716857,141.0467329,90.4,18.9,863,-0.92912,19.08,50.1333333333333,8.3,93.52,2.819220304,-1.2,3.72,15.04037624,26.99125,30.34513,153,-10.99838,4.55425000166667,8.582866,33.87645,3.338,16.90565,48.76114608,0.169443333333333,0.339640154,21.618012145,14.719141872,2.9,22.2
"132","Bhutan",0.605184587949222,38.73,100,14.18964911,0.769164648,32.0932863539023,70.6,129.194415,50.22668144,5.07,6.4,75.6,103.7201,11.2,2.794894,85.804234331,71.4340240566667,0.43,0.457433789180101,-6.568469695,17.50752074,5.403693318,47.2760543,0,1.7,29.7,116,-29.90453,34.37,26.2,23.1,82.07,16.627622604,2.7,2.59,0.054156879,34.36573,21.14169,135,-6.923816,5.47713995,3.592283,23.9859,26.708,0.6626924,59.4638133433333,0.187246666666667,6.746097537,15.912639713,9.235527025,14,36.2
"133","East Timor",0.594761079063589,30.41,55,3.56373889466667,0.16364808,-25.5072463805149,78.14,141.0501651,-53.635321331,5.99,6.86666666666667,41.6,136.6929,5.8,1.580266,48.392737054,56.8791038506667,15.6833333333333,0.491649247368941,3.64640884,85.7480315,2.343569932,55.7480315,0,3.6,46.2,58,-3.96569,1.14,39.2,10.2,58.74,17.6241048176667,-13.3,0.73,2.20706737733333,34.5219933333333,16.44086,25,178.604,9.418680191,1.27311,31.35481,0.011,9.43778,80.46735958,0.193126666666667,1.0212035,19.6298133043333,14.7654059376667,74,54.6
"134","Syria",0.593720561402457,35.78,96,3.020273732,2.625979411,35.3255055361327,48.89,143.1999795,36.202967739,5.99,6.86666666666667,96.3,76.47648,0.2,3.073775,2.739203834,98.67937811,84.17,0.532923591862152,23.56057886,12.30532266,66.1159355933333,20.4247542,0,2.2,11.9,5070,-7.00516666666667,28.09,38.1666666666667,0.7,70.95,7.35747873033333,-13.7,15,33.29269157,34.0703,6.83629,58,-3.88042816666667,4.871970177,3.272049,31.78702,3017.498,2.550284,1.445403051,0.310746666666667,6.366897051,30.19284957,14.194682792,2.1,14.6
"135","Vanuatu",0.593871205245596,36.75,43,0.727965912,0.591505431,-8.31135160694885e-09,5.9,103.7165923,68.705450662,4.11333333333333,5.43333333333333,27.1,99.12009,4.56666666666667,3.980442,36.095159967,63.67490929,6.42666666666667,0.407348212941191,2.220450922,16.26320858,0.731742177,25.2404258,0,2.9,14.6,110,-7.62655333333333,18.8,48,13.8666666666667,60.41,0,0,1.16,12.6498229473333,57.06076,28.54799,76,-1.953825,5.012869835,3.852452,21.66442,0.001,2.862722,53.54469329,0.243893333333333,1.229610346,22.0800359103333,15.985777376,7.9,16.9
